food_id,food_name,food_name_clean,old_image_url,old_status,old_status_detail,new_image_url,refresh_source,refresh_detail
FD0070,buah atung,buah atung,https://docplayer.info/docs-images/102/153072846/images/35-4.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0048,beef burger,beef burger,https://upload.wikimedia.org/wikipedia/commons/0/05/Beef_Burger_In_Kota_Kinabalu%2C_Malaysia.jpg,invalid_or_broken,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0055,bentul talas kukus,bentul talas kukus,https://i.ytimg.com/vi/zJ9Rg_MIGfY/maxresdefault.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0065,bika ambon,bika ambon,https://upload.wikimedia.org/wikipedia/commons/4/43/Kue_bika_ambon.JPG,invalid_or_broken,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0046,bayam tumis bersantan,bayam tumis bersantan,https://img.kurio.network/FnRZ04iY18q6h7oJzzZDFZOD5Zk=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/04/07/2ab69e8a-370d-460a-89ac-0efadafee196.jpe,invalid_or_broken,200 text/html; charset=UTF-8,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,category_fallback_vegetable,trusted_category_fallback
FD0049,beef teriyaki masakan,beef teriyaki masakan,https://www.masakapahariini.com/wp-content/uploads/2020/12/resep-beef-teriyaki-2-500x300.jpg,invalid_or_broken,HTTP Error 403: Forbidden,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0014,ayam goreng church texa sayap,ayam goreng church texa sayap,https://e7.pngegg.com/pngimages/66/902/png-clipart-church-s-chicken-bakery-chicken-nugget-fried-chicken-texas-chicken-church-s-chicken-bakery-thumbnail.png,invalid_or_broken,HTTP Error 403: Forbidden,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0101,combro,combro,https://assets.suaramerdeka.com/crop/7x38:699x495/750x500/webp/photo/2021/11/01/2899515089.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0004,alpukat segar,alpukat segar,https://katakabar.com/assets/images/upload/news/medium_news_1594438184.jpeg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0083,buah tuppa segar,buah tuppa segar,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,invalid_or_broken,200 text/html; charset=utf-8,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0113,daun tales rebus,daun tales rebus,https://cdn-2.tstatic.net/belitung/foto/bank/images/buntil-daun-talas.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,category_fallback_vegetable,trusted_category_fallback
FD0056,beras giling masak nasi,beras giling masak nasi,https://e0.pxfuel.com/wallpapers/769/103/desktop-wallpaper-white-rice-rice-bowl.jpg,invalid_or_broken,HTTP Error 403: Forbidden,https://upload.wikimedia.org/wikipedia/commons/8/84/Cooked_Rice_2.jpg,category_fallback_rice,trusted_category_fallback
FD0125,dodol manado,dodol manado,https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0128,duwet segar,duwet segar,https://t-2.tstatic.net/jogja/foto/bank/images/duwet-atau-jamblang_20181006_142430.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0129,empal daging goreng masakan,empal daging goreng masakan,https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0097,chikiniku masakan,chikiniku masakan,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,invalid_or_broken,200 text/html; charset=utf-8,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0119,djibokum masakan,djibokum masakan,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,invalid_or_broken,200 text/html; charset=utf-8,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0011,asinan bogor sayuran,asinan bogor sayuran,https://commons.wikimedia.org/wiki/Special:FilePath/Asinan%20Bogor.JPG,invalid_or_broken,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0079,buah nona,buah nona,https://www.pantau.com/wp-content/uploads/2022/04/191111044328-buah-nona-buah-langka-yang-memiliki-segundang-manfaat-bagi-kesehatan.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0132,emping komak,emping komak,https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0060,bihun goreng,bihun goreng,https://commons.wikimedia.org/wiki/Special:FilePath/Bihun%20goreng.JPG,invalid_or_broken,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (,https://upload.wikimedia.org/wikipedia/commons/e/ed/MIE_KERING_MAKASSAR.jpg,category_fallback_noodle,trusted_category_fallback
FD0102,coto mangkasara kuda masakan,coto mangkasara kuda masakan,https://eljohnnews.com/wp-content/uploads/2018/08/Wisata-Kuliner-Coto-Makassar.png,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0161,gulai pliek,gulai pliek,https://mediakom.kemkes.go.id/wp-content/uploads/2021/08/kuah-pliek-u.png,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0164,ikan asar merah masakan,ikan asar merah masakan,https://t-2.tstatic.net/medan/foto/bank/images2/Resep-Ikan-Asar-dan-Cara-Membuatnya-Hidangan-Khas-Maluku.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0173,ikan baung bakar,ikan baung bakar,https://dherdian.files.wordpress.com/2014/12/ikan-baung.jpg,invalid_or_broken,200 text/html; charset=utf-8,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0054,bengkuang,bengkuang,https://jovee.id/wp-content/uploads/2020/11/shutterstock_1830526784.jpg,invalid_or_broken,HTTP Error 403: Forbidden,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,category_fallback_vegetable,trusted_category_fallback
FD0063,biji jambu mete goreng,biji jambu mete goreng,https://jovee.id/wp-content/uploads/2020/09/KACANGMEDE.jpg,invalid_or_broken,HTTP Error 403: Forbidden,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0203,jagung sayur tumis,jagung sayur tumis,https://ibusayur.my.id/wp-content/uploads/2022/08/ibusayur.my.id-sayur-nangka-51661b26-eb56-4072-8613-65cb6b4c2ecb.png,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,category_fallback_vegetable,trusted_category_fallback
FD0196,jagung pipil var harapan kering,jagung pipil var harapan kering,https://s2.bukalapak.com/img/7921308452/large/IMG_20180418_WA0037_scaled.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0158,gulai kambing,gulai kambing,https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0182,ikan mujair goreng,ikan mujair goreng,https://kurio-img.kurioapps.com/22/10/07/3521e216-d7b3-498d-a045-95973e196c36.jpg,invalid_or_broken,200 text/html; charset=UTF-8,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
